store_number,longitude,latitude,name,address,city,state,zipcode,phone,hours_today,open_status,has_drive_thru,has_wifi,has_indoor_dining,has_24_hours,timezone
7663,-77.073094,38.34026,KING GEORGE,5265 James Madison Pky,King George,VA,22485,(540) 663-2385,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
31980,-76.465824,38.260123,LEXINGTON PARK R,21600 Great Mills Rd,Lexington Park,MD,20653,(301) 737-2385,05:00 - 22:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
33757,-76.508177,38.296549,SAN SOUCI,45310 Alton Ln,California,MD,20619,(301) 862-1625,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
11464,-76.659387,38.30508,LNARD TWN/5 &243,40950 Merchants Ln,Leonardtown,MD,20650,(301) 475-7944,06:00 - 22:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
25586,-76.461029,38.345736,SOLOMONS ISLAND,13500 Hg Trueman Road,Solomons,MD,20688,(410) 326-2435,06:00 - 22:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
16117,-75.844569,37.991144,CRISFIELD,10 Maryland Ave,Crisfield,MD,21817,(410) 968-1368,05:30 - 22:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
10346,-75.701049,38.214228,PRINCESS ANNE,12112 Brittingham Ln,Princess Anne,MD,21853,(410) 651-9595,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
5226,-75.559087,38.074761,POCOMOKE-LYNN,Ocean Highway,Pocomoke City,MD,21851,(410) 957-2777,06:00 - 22:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
8027,-75.353748,37.92346,PARKSLEY,7039 Maddox Blvd,Chincoteague,VA,23336,(757) 336-3644,06:00 - 22:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
16118,-75.376911,38.187717,SNOWHILL,5616 Market St,Snow Hill,MD,21863,(410) 632-5460,07:00 - 22:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
27655,-75.611929,38.330283,"FRUITLAND, MD",407 N Fruitland Blvd,Salisbury,MD,21801,(410) 742-0262,05:00 - 22:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
12088,-122.868411,38.605525,HEALDSBURG,110 Healdsburg Ave,Healdsburg,CA,95448-4018,(707) 431-8846,06:00 - 23:00,OPEN,0,0,1,1,(GMT-08:00) Pacific Time (US & Canada)
16317,-122.81158,38.547535,WINDSOR,125 Windsor River Rd,Windsor,CA,95492,(707) 837-0446,06:00 - 23:00,OPEN,0,0,1,1,(GMT-08:00) Pacific Time (US & Canada)
12248,-122.770523,38.452928,STA ROSA/GUERNV,2521 Guerneville Rd,Santa Rosa,CA,95401-4018,(707) 528-4662,06:00 - 22:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
21184,-122.735923,38.480387,101 HOPPER,879 Hopper Ave,Santa Rosa,CA,95403,(707) 523-2534,00:00 - 00:00,OPEN,0,0,1,1,(GMT-08:00) Pacific Time (US & Canada)
7155,-122.716835,38.452908,STA ROSA-MENDOCI,1264 Mendocino Ave,Santa Rosa,CA,95402-4313,(707) 523-3815,07:00 - 22:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
14584,-122.713009,38.413494,YOLANDA,2642 Santa Rosa Ave,Santa Rosa,CA,95407,(707) 569-9222,05:00 - 23:00,OPEN,0,0,1,1,(GMT-08:00) Pacific Time (US & Canada)
10068,-122.67342,38.457938,STA ROSA-MISSION,50 Mission Cir,Santa Rosa,CA,95405-5303,(707) 538-7730,05:00 - 22:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
3944,-122.711586,38.344402,ROHNERT PK-COMMC,6600 Commerce Blvd,Rohnert Park,CA,94928,(707) 584-1529,05:00 - 23:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
17898,-123.013211,38.784095,CLOVERDALE,1149 S Cloverdale Blvd,Cloverdale,CA,95425,(707) 894-4588,06:00 - 23:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
28017,-122.676689,38.335677,SONOMA STATE,1702 E Cotati Ave,Rohnert Park,CA,94928-3605,(707) 792-0579,06:00 - 22:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
31576,-121.932958,38.386125,VACAV-LEISURE TO,817 Leisure Town Road,Vacaville,CA,95687,(707) 446-4408,06:00 - 22:00,OPEN,0,0,0,0,(GMT-08:00) Pacific Time (US & Canada)
7543,-121.84161,38.457749,DIXON-ARY LANE,1410 Ary Ln,Dixon,CA,95620-4200,(707) 678-1256,06:00 - 23:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
2005,-121.972339,38.361329,VACAVILLE-MONTE,1310 E Monte Vista Ave,Vacaville,CA,95688-3014,(707) 449-8275,06:00 - 22:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
4745,-121.697333,38.550605,DAVIS-CHILES RD.,4444 Chiles Rd,Davis,CA,95616-4340,(530) 753-5001,06:00 - 23:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
25604,-121.786691,38.678576,WOODL-W.COURT/BK,55 West Court Street,Woodland,CA,95695,(530) 669-7012,00:00 - 00:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
10551,-121.750309,38.676848,WOODLAND-E. MAIN,1500 E Main St,Woodland,CA,95695-6200,(530) 668-1011,06:00 - 22:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
25618,-121.484453,38.4961,SACTO-FLORIN BK,2335 Florin Rd,Sacramento,CA,95822,(916) 394-1618,06:00 - 22:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
13352,-121.507091,38.480815,POCKET RD,8940 Pocket Rd,Sacramento,CA,95831,(916) 399-1011,06:00 - 23:00,OPEN,0,0,1,1,(GMT-08:00) Pacific Time (US & Canada)
25079,-121.457468,38.495722,FLORIN & FRANKLI,4124 Florin Rd,Sacramento,CA,95823,(916) 395-7016,06:00 - 22:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
25597,-121.447066,38.474791,MACK&FRANLKIN,4731 Mack Rd,Sacramento,CA,95823,(916) 399-9122,07:00 - 21:00,OPEN,0,0,1,1,(GMT-08:00) Pacific Time (US & Canada)
661,-121.488576,38.550532,SACTO-FREEPORT,2985 Freeport Blvd,Sacramento,CA,95818-3842,(916) 443-7632,04:00 - 03:30,OPEN,0,0,1,1,(GMT-08:00) Pacific Time (US & Canada)
47,-121.441728,38.525289,SACRMNTO-FRUITRG,5425 Fruitridge Rd,Sacramento,CA,95820-5508,(916) 453-1615,00:00 - 00:00,OPEN,0,0,1,1,(GMT-08:00) Pacific Time (US & Canada)
32702,-121.430567,38.496597,RELO,6091 Florin Road,Sacramento,CA,95823,(916) 393-5792,06:00 - 21:00,OPEN,0,0,0,0,(GMT-08:00) Pacific Time (US & Canada)
25596,-121.482089,38.559212,SACTO-BROADWAY/B,2331 Broadway,Sacramento,CA,95818,(916) 451-7264,07:00 - 22:00,OPEN,0,0,1,1,(GMT-08:00) Pacific Time (US & Canada)
6357,-121.428538,38.473783,MACK&99,6370 Mack Rd,Sacramento,CA,95823,(916) 423-1140,07:00 - 20:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
32561,-121.540079,38.55679,NEQ OF LAKE WASH,2244 Lake Washington Blvd,West Sacramento,CA,95691,(916) 372-6600,06:00 - 22:00,OPEN,0,0,0,0,(GMT-08:00) Pacific Time (US & Canada)
25601,-121.40968,38.5246,SACTO-FRUITRIDGE,8020 Fruitridge Road,Sacramento,CA,95824,(916) 386-1779,00:00 - 00:00,OPEN,0,0,1,1,(GMT-08:00) Pacific Time (US & Canada)
11296,-121.40719,38.481414,GERBER,8140 Gerber Rd,Sacramento,CA,95828,(916) 689-6977,00:00 - 00:00,OPEN,0,0,1,1,(GMT-08:00) Pacific Time (US & Canada)
773,-121.438512,38.558876,SACTO-FOLSOM BLV,5525 Folsom Blvd,Sacramento,CA,95819-4603,(916) 456-2879,07:00 - 21:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
25599,-121.466828,38.571581,SACTO-K STREET/B,3006 K Street,Sacramento,CA,95816,(916) 457-2251,07:00 - 21:00,OPEN,0,0,1,1,(GMT-08:00) Pacific Time (US & Canada)
1115,-121.531082,38.580696,SACTO-W  CAPITOL,1700 W Capitol Ave,West Sacramento,CA,95691-2520,(916) 371-0523,06:00 - 22:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
26895,-121.404527,38.455452,POWER INN/CALVIN,8220 Calvine Rd,Sacramento,CA,95828,(916) 525-2755,05:00 - 23:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
25600,-121.548305,38.579028,WSACT-W.CAPITOL/,2729 W Capitol Ave,West Sacramento,CA,95691,(916) 822-4044,06:00 - 23:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
33812,-121.409909,38.555949,SACRAMENTO-HOWE,7901 College Town Drive,Sacramento,CA,95826,(916) 379-9802,05:00 - 23:00,OPEN,0,0,1,1,(GMT-08:00) Pacific Time (US & Canada)
35290,-121.476629,38.408883,ELK GROVE -ELKGR,2733 Elk Grove Blvd,Elk Grove,CA,95758,(916) 478-9245,06:00 - 23:00,OPEN,0,0,0,0,(GMT-08:00) Pacific Time (US & Canada)
6757,-121.501869,38.596837,SACTO-RICHARDS,200 Richards Blvd,Sacramento,CA,95814-0236,(916) 443-6492,07:00 - 19:00,OPEN,0,0,1,1,(GMT-08:00) Pacific Time (US & Canada)
25793,-121.549378,38.591151,WSACT-SWC RIVERP,800 Riverpoint Cir,West Sacramento,CA,95605,(916) 376-9000,05:00 - 23:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
17476,-121.414685,38.423968,LAGUNA,7527 Laguna Blvd,Elk Grove,CA,95758,(916) 683-1535,06:00 - 23:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
35911,-121.396742,38.438762,ELK GROVE - SHEL,8361 Sheldon Road,Elk Grove,CA,95624,(916) 682-1905,06:00 - 23:00,OPEN,0,0,0,0,(GMT-08:00) Pacific Time (US & Canada)
4446,-121.409557,38.573795,SACTO-FAIR OAKS,2320 Fair Oaks Blvd,Sacramento,CA,95825-4709,(916) 921-6013,05:00 - 23:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
35797,-121.37212,38.455896,SACAMENTO-ELK GR,8300 Elk Grove-Florin Road,Sacramento,CA,95829,(916) 681-2055,06:00 - 23:00,OPEN,0,0,0,0,(GMT-08:00) Pacific Time (US & Canada)
26345,-121.400694,38.422247,LAGUNA SPRINGS,8282 Laguna Blvd,Elk Grove,CA,95758,(916) 691-3231,06:00 - 23:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
2990,-121.372339,38.554914,SACTO MANLOVE,8901 Folsom Blvd,Sacramento,CA,95826-3203,(916) 362-1951,07:00 - 19:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
11576,-121.41585,38.59673,SACRAMENTO-HOWE,1721 Howe Ave,Sacramento,CA,95825-2209,(916) 922-2774,06:00 - 22:00,OPEN,0,0,1,1,(GMT-08:00) Pacific Time (US & Canada)
39574,-121.530967,38.614525,EL CAMINO,3331 W El Camino Ave,Sacramento,CA,95833,(916) 270-2118,05:00 - 23:00,OPEN,0,0,0,0,(GMT-08:00) Pacific Time (US & Canada)
2234,-121.446978,38.612657,SACTO-DEL PASO,2517 Del Paso Blvd,Sacramento,CA,95815-2510,(916) 561-2334,07:00 - 21:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
35050,-121.416927,38.393132,ELK GROVE-BRUCEV,10051 Bruceville Road,Elk Grove,CA,95757,(916) 714-6884,05:00 - 00:00,OPEN,0,0,0,0,(GMT-08:00) Pacific Time (US & Canada)
4804,-121.380301,38.408584,ELK GROVE,8710 Elk Grove Blvd,Elk Grove,CA,95624-1737,(916) 685-6133,05:00 - 00:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
25602,-121.384701,38.595527,SACTO-ARDEN WAY/,3412 Arden Way,Sacramento,CA,95864,(916) 488-0595,07:00 - 20:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
5062,-121.476501,38.635869,SACTO-NORTHGATE,3773 Northgate Blvd,Sacramento,CA,95833,(916) 920-5940,05:00 - 23:00,OPEN,0,0,1,1,(GMT-08:00) Pacific Time (US & Canada)
17216,-121.336883,38.556402,BRADSHAW & OLD,3560 Bradshaw Rd,Sacramento,CA,95827,(916) 361-8186,06:00 - 22:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
36901,-121.400848,38.617097,SACRAMENTO - MAR,2860 Fulton Ave,Sacramento,CA,95821,(916) 977-0100,06:00 - 22:00,OPEN,0,0,0,0,(GMT-08:00) Pacific Time (US & Canada)
25992,-121.508058,38.641447,SACTO-TRUXEL/NAT,3950 Truxel Road,Sacramento,CA,95834,(916) 515-0814,06:00 - 22:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
15934,-121.383615,38.611836,WATT/BALMORAL,2535 Watt Ave,Sacramento,CA,95821,(916) 971-0244,06:00 - 22:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
14729,-121.456349,38.644693,SACRAMNTO/NORWOO,4242 Norwood Ave,Sacramento,CA,95838,(916) 561-2313,06:00 - 22:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
36985,-121.345114,38.595651,CARMICHAEL - FAI,5100 Fair Oaks Blvd,Carmichael,CA,95608,(916) 971-6920,07:00 - 20:00,OPEN,0,0,0,0,(GMT-08:00) Pacific Time (US & Canada)
713,-121.367011,38.617889,SACRMNTO-MARCONI,4121 Marconi Ave,Sacramento,CA,95821-4213,(916) 482-8467,07:00 - 21:00,OPEN,0,0,1,1,(GMT-08:00) Pacific Time (US & Canada)
6529,-121.305276,38.588379,RANCHO CORDOVA,10355 Folsom Blvd,Rancho Cordova,CA,95670-3518,(916) 363-9931,05:00 - 22:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
15317,-121.383478,38.654897,WATT & MYRTLE,4957 Watt Ave,North Highlands,CA,95660,(916) 332-8879,05:00 - 22:00,OPEN,0,0,1,1,(GMT-08:00) Pacific Time (US & Canada)
16147,-121.456217,38.683386,RIO LINDA/ELKHOR,400 Elkhorn Blvd,Rio Linda,CA,95673,(916) 992-1122,05:00 - 22:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
11791,-121.288279,38.588152,RCHCORD-WHITE RO,10725 White Rock Rd,Rancho Cordova,CA,95670-6031,(916) 631-7773,06:00 - 22:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
839,-121.328524,38.634508,CARMICAL-FR OAKS,7329 Fair Oaks Blvd,Carmichael,CA,95608,(916) 488-8233,05:00 - 22:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
688,-121.347345,38.659893,SACRMNTO-AUBURN,5008 Auburn Blvd,Sacramento,CA,95841-2621,(916) 332-6951,07:00 - 20:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
39917,-121.24256,38.558149,RANCHO CORDOVA,4021 Sunrise Blvd,Rancho Cordova,CA,95742,(916) 290-4376,06:00 - 22:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
14445,-121.383389,38.689891,WATT & ELKHORN,6749 Watt Ave,North Highlands,CA,95660,(916) 344-9288,05:00 - 22:00,OPEN,0,0,1,1,(GMT-08:00) Pacific Time (US & Canada)
4929,-121.269834,38.615079,RNCH CORD-SUNRIS,2400 Sunrise Blvd,Rancho Cordova,CA,95670,(916) 635-1991,06:30 - 20:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
4968,-121.341586,38.686753,SACTO-ELKHORN,5301 Elkhorn Blvd,Sacramento,CA,95842,(916) 331-2126,06:00 - 22:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
12718,-121.319412,38.679443,GREENBACK/AUBURN,6212 Auburn Blvd,Citrus Heights,CA,95621,(916) 725-4359,05:00 - 22:00,OPEN,0,0,1,1,(GMT-08:00) Pacific Time (US & Canada)
1921,-121.291277,38.664021,CITRUS HGTS-MDSN,7411 Madison Ave,Citrus Heights,CA,95610,(916) 961-8348,06:00 - 22:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
13167,-121.364582,38.711499,WALERGA RD,7899 Walerga Rd,Antelope,CA,95843,(916) 729-1380,06:00 - 22:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
37948,-121.271832,38.664898,CITRUS HEIGHTS-S,5402 Sunrise Blvd,Citrus Heights,CA,95610,(916) 967-8267,06:00 - 21:00,OPEN,0,0,0,0,(GMT-08:00) Pacific Time (US & Canada)
10358,-121.312424,38.707835,CITRUS HGTS-LICH,7850 Lichen Dr,Citrus Heights,CA,95621-1000,(916) 721-7773,07:00 - 20:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
12828,-121.219479,38.631454,RANCHO CORDOVA,12190 Tributary Point Dr,Rancho Cordova,CA,95670,(916) 351-0340,00:00 - 00:00,OPEN,0,0,1,1,(GMT-08:00) Pacific Time (US & Canada)
34457,-121.226322,38.662945,FAIR OAKS - HAZE,5301 Hazel Ave,Fair Oaks,CA,95628,(916) 967-1642,06:00 - 22:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
2932,-121.271462,38.704544,CIT HGTS-SUNRISE,7632 Sunrise Blvd,Citrus Heights,CA,95610-2308,(916) 726-6700,06:00 - 21:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
39930,-121.356705,38.766636,ROSEVILLE,1760 Pleasant Grove Blvd,Roseville,CA,95747,(916) 930-6546,05:00 - 23:00,OPEN,0,0,0,0,(GMT-08:00) Pacific Time (US & Canada)
12946,-121.27251,38.729053,SUNRISE & CIRBY,1190 Cirby Way,Roseville,CA,95746,(916) 784-2725,06:00 - 22:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
13464,-121.309891,38.750172,FOOTHILL & JUNCT,3994 Foothills Blvd,Roseville,CA,95747,(916) 783-3587,06:00 - 23:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
2280,-121.27139,38.74642,ROSEVILLE-HARDNG,120 Harding Blvd,Roseville,CA,95678,(916) 488-0595,07:00 - 20:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
11260,-121.178614,38.687149,FOLSOM-FOLSOM,6612 Folsom-Auburn Rd,Folsom,CA,95630-2103,(916) 987-0151,06:00 - 20:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
5447,-121.161759,38.671711,FOLSOM-E BIDWELL,697 E Bidwell St,Folsom,CA,95630-3120,(916) 983-7715,06:00 - 23:00,OPEN,0,0,1,1,(GMT-08:00) Pacific Time (US & Canada)
20561,-121.22679,38.741562,SIERRA/DOUGLAS,8660 Sierra College Blvd,Roseville,CA,95661,(916) 780-2941,07:00 - 21:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
25139,-121.314687,38.796179,ROSEV-NWC BLUE O,1400 Blue Oaks Blvd,Roseville,CA,95747,(916) 797-1157,05:00 - 22:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
26393,-121.124396,38.65493,FOLSO-E BIDWELL/,2757 E Bidwell St,Folsom,CA,95630,(916) 984-6305,05:00 - 23:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
17834,-121.266464,38.782297,STANDFORD RANCH,6710 Stanford Ranch Rd,Roseville,CA,95678,(916) 789-1820,05:00 - 22:00,OPEN,0,0,1,1,(GMT-08:00) Pacific Time (US & Canada)
32113,-121.2737,38.804698,ROCKLIN-SUNSET &,2172 Sunset Blvd,Rocklin,CA,95765,(916) 789-7710,05:00 - 22:00,OPEN,0,0,0,1,(GMT-08:00) Pacific Time (US & Canada)
13227,-121.068161,38.649742,EL DORADO HILLS,4312 Town Center Blvd,El Dorado Hills,CA,95762,(916) 933-2868,05:00 - 22:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
10500,-120.970913,38.657927,CAMERON PK-COACH,3356 Coach Ln,Cameron Park,CA,95682-8453,(530) 677-5944,05:00 - 22:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
13329,-120.798287,38.371031,MARTELL,12201 Trade Center Rd,Jackson,CA,95642,(209) 223-1577,06:00 - 23:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
31656,-120.827954,38.705239,PLACER-MISSOURI,4360 Golden Center Drive,Placerville,CA,95667,(530) 626-1234,05:00 - 22:00,OPEN,0,0,0,0,(GMT-08:00) Pacific Time (US & Canada)
4493,-120.78807,38.730916,PLACERVL-BRDWAY,1200 Broadway,Placerville,CA,95667-5806,(530) 626-1970,05:00 - 22:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
21304,-121.204913,38.807182,I-80/SIERRA COL,4211 Sierra College Blvd,Rocklin,CA,95677,(916) 652-6767,00:00 - 00:00,OPEN,0,0,1,1,(GMT-08:00) Pacific Time (US & Canada)
12525,-118.624122,38.532903,"HAWTHORNE, NV",1055 F St,Hawthorne,NV,89415,(775) 945-1200,05:00 - 22:00,OPEN,0,0,1,0,(GMT-08:00) Pacific Time (US & Canada)
6343,-112.086648,38.753709,RICHFLD-HWY 89,1000 S Us Hwy 89,Richfield,UT,84701-3101,(435) 896-8285,06:00 - 23:00,OPEN,0,0,1,0,(GMT-07:00) Mountain Time (US & Canada)
11735,-109.549792,38.563317,MOAB/CANECREEK,640 S Main,Moab,UT,84532-2926,(435) 259-8800,06:00 - 23:00,OPEN,0,0,1,0,(GMT-07:00) Mountain Time (US & Canada)
4741,-107.869967,38.484549,MONTROSE-MAIN,1035 Main St,Montrose,CO,81401-4041,(970) 249-3339,05:00 - 21:00,OPEN,0,0,0,0,(GMT-07:00) Mountain Time (US & Canada)
24031,-107.866885,38.454739,SOUTH MONTROSE,1451 Odelle Rd,Montrose,CO,81401,(970) 240-2722,05:00 - 21:00,OPEN,0,0,1,0,(GMT-07:00) Mountain Time (US & Canada)
11463,-108.071402,38.74849,DELTA/E. GUNNISO,108 Gunnison River Rd,Delta,CO,81416-1856,(970) 874-5503,05:00 - 23:00,OPEN,0,0,1,0,(GMT-07:00) Mountain Time (US & Canada)
6315,-106.917466,38.544872,GUNNISON-TOMICHI,800 E Tomichi,Gunnison,CO,81230-2065,(970) 641-5050,05:00 - 23:00,OPEN,0,0,1,0,(GMT-07:00) Mountain Time (US & Canada)
10223,-105.992825,38.524546,RAINBOW BLVD.,840 E Rainbow Blvd,Salida,CO,81201-2908,(719) 539-2288,05:30 - 23:00,OPEN,0,0,1,0,(GMT-07:00) Mountain Time (US & Canada)
4754,-105.213705,38.448444,CANON C-FREMONT,2305 Fremont Dr,Canon City,CO,81212,(719) 275-9257,06:00 - 22:00,OPEN,0,0,1,1,(GMT-07:00) Mountain Time (US & Canada)
25482,-104.69946,38.324895,PUEBLO  CO,1012 N Market Plz,Pueblo West,CO,81007,(719) 547-9458,05:00 - 22:00,OPEN,0,0,1,0,(GMT-07:00) Mountain Time (US & Canada)
12360,-104.736266,38.741973,HWY 85,105 Plaza Blvd,Fountain,CO,80817,(719) 391-1315,06:00 - 22:00,OPEN,0,0,1,0,(GMT-07:00) Mountain Time (US & Canada)
33653,-104.698171,38.718846,NWC FOUNTAIN MES,6950 Mesa Ridge Pkwy,Fountain,CO,80817,(719) 476-0514,06:00 - 22:00,OPEN,0,0,1,1,(GMT-07:00) Mountain Time (US & Canada)
11028,-104.823034,38.807119,COLO SPRGS/CHEYE,1824 S Nevada,Colorado Springs,CO,80906-2517,(719) 633-1171,06:00 - 22:00,OPEN,0,0,1,1,(GMT-07:00) Mountain Time (US & Canada)
24346,-104.789251,38.795204,CIRCLE & JANITEL,2705 Janitell Rd,Colorado Springs,CO,80906,(719) 538-0075,00:00 - 00:00,OPEN,0,0,1,1,(GMT-07:00) Mountain Time (US & Canada)
5067,-104.841348,38.828556,8TH-COLORADO SPR,390 S 8th St,Colorado Springs,CO,80906,(719) 635-5281,06:00 - 22:00,OPEN,0,0,1,0,(GMT-07:00) Mountain Time (US & Canada)
6569,-104.756939,38.795518,COLORADO SPR-ACA,2515 S Academy Blvd,Colorado Springs,CO,80910,(719) 392-8249,00:00 - 00:00,OPEN,0,0,1,1,(GMT-07:00) Mountain Time (US & Canada)
2939,-98.784129,38.361349,GREAT BEND-10TH,3307 10th St,Great Bend,KS,67530-3534,(620) 792-1406,06:00 - 22:00,OPEN,0,0,1,1,(GMT-06:00) Central Time (US & Canada)
3815,-97.629284,38.371385,MCPHERSON-KANSAS,2101 East Kansas Avenue,Mcpherson,KS,67460,(620) 241-0522,04:15 - 03:45,OPEN,0,0,1,1,(GMT-06:00) Central Time (US & Canada)
8051,-97.613654,38.80204,SALINA-PLANET,2236 Planet,Salina,KS,67401-7350,(785) 825-6775,05:00 - 00:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
26546,-97.593588,38.826728,CRAWFORD AND OHI,1100 E Crawford,Salina,KS,67401,(785) 825-2511,05:00 - 00:00,OPEN,0,0,0,0,(GMT-06:00) Central Time (US & Canada)
24313,-97.624476,38.82677,CRAWFORD/ BROAD,701 South Broadway,Salina,KS,67401,(785) 825-5301,05:00 - 00:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
12980,-96.217657,38.423746,EMPORIA-INDUSTRL,2810 W 18th,Emporia,KS,66801,(620) 208-6900,06:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
3429,-96.195878,38.405344,EMPORIA-6TH,1202 W 6th Ave,Emporia,KS,66801-2563,(620) 342-9325,00:00 - 00:00,OPEN,0,0,1,1,(GMT-06:00) Central Time (US & Canada)
5928,-95.268654,38.580294,OTTAWA-U.S.59,2214 Princeton Circle Dr,Ottawa,KS,66067-4025,(785) 242-4451,05:00 - 00:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
26490,-94.857264,38.570779,BAPTISTE & HEDGE,1610 E Peoria,Paola,KS,66071,(913) 294-9395,05:00 - 00:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
18128,-94.691943,38.620248,LOUISBURG,1409 W Amity,Louisburg,KS,66053,(913) 837-3519,05:00 - 00:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
14430,-94.889786,38.813032,GARDNER,26240 W 174th St,Gardner,KS,66030,(913) 856-8123,00:00 - 00:00,OPEN,0,0,1,1,(GMT-06:00) Central Time (US & Canada)
37306,-94.355374,38.636283,HARRISONVI,2615 Brookhart Drive,Harrisonville,MO,64701,(816) 884-3032,00:00 - 00:00,OPEN,0,0,0,1,(GMT-06:00) Central Time (US & Canada)
6584,-94.366379,38.662598,HARRISONVILLE,2101 N Commercial St,Harrisonville,MO,64701-1248,(816) 380-6607,05:00 - 00:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
