id,store_number,store_code,store_nickname,drivethru,walkup_window,line1,line2,city,state,postalCode,country,lat,lon,hours,schedule
TX0809,DB758,TX0809,McPherson,1,True,5501 McPherson Blvd,Chisholm,Fort Worth,TX,76123,US,32.605905,-97.408915,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-05:00"", ""end"": ""2025-09-30T22:00:00-05:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-05:00"", ""end"": ""2025-10-01T22:00:00-05:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-05:00"", ""end"": ""2025-10-02T22:00:00-05:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-05:00"", ""end"": ""2025-10-03T23:00:00-05:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-05:00"", ""end"": ""2025-10-04T23:00:00-05:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-05:00"", ""end"": ""2025-10-05T22:00:00-05:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-05:00"", ""end"": ""2025-10-06T22:00:00-05:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-05:00"", ""end"": ""2025-10-07T22:00:00-05:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-05:00"", ""end"": ""2025-10-08T22:00:00-05:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-05:00"", ""end"": ""2025-10-09T22:00:00-05:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-05:00"", ""end"": ""2025-10-10T23:00:00-05:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-05:00"", ""end"": ""2025-10-11T23:00:00-05:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-05:00"", ""end"": ""2025-10-12T22:00:00-05:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-05:00"", ""end"": ""2025-10-13T22:00:00-05:00""}]"
TX0901,DB504,TX0901,Hutto,0,,90 Chris Kelley Blvd,,Hutto,TX,78634,US,30.53799,-97.564005,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-05:00"", ""end"": ""2025-09-30T22:00:00-05:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-05:00"", ""end"": ""2025-10-01T22:00:00-05:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-05:00"", ""end"": ""2025-10-02T22:00:00-05:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-05:00"", ""end"": ""2025-10-03T23:00:00-05:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-05:00"", ""end"": ""2025-10-04T23:00:00-05:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-05:00"", ""end"": ""2025-10-05T22:00:00-05:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-05:00"", ""end"": ""2025-10-06T22:00:00-05:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-05:00"", ""end"": ""2025-10-07T22:00:00-05:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-05:00"", ""end"": ""2025-10-08T22:00:00-05:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-05:00"", ""end"": ""2025-10-09T22:00:00-05:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-05:00"", ""end"": ""2025-10-10T23:00:00-05:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-05:00"", ""end"": ""2025-10-11T23:00:00-05:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-05:00"", ""end"": ""2025-10-12T22:00:00-05:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-05:00"", ""end"": ""2025-10-13T22:00:00-05:00""}]"
TX0902,DB571,TX0902,North,0,,3589 North IH 35 ,,Round Rock,TX,78664,US,30.55171,-97.69123,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-05:00"", ""end"": ""2025-09-30T22:00:00-05:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-05:00"", ""end"": ""2025-10-01T22:00:00-05:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-05:00"", ""end"": ""2025-10-02T22:00:00-05:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-05:00"", ""end"": ""2025-10-03T23:00:00-05:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-05:00"", ""end"": ""2025-10-04T23:00:00-05:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-05:00"", ""end"": ""2025-10-05T22:00:00-05:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-05:00"", ""end"": ""2025-10-06T22:00:00-05:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-05:00"", ""end"": ""2025-10-07T22:00:00-05:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-05:00"", ""end"": ""2025-10-08T22:00:00-05:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-05:00"", ""end"": ""2025-10-09T22:00:00-05:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-05:00"", ""end"": ""2025-10-10T23:00:00-05:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-05:00"", ""end"": ""2025-10-11T23:00:00-05:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-05:00"", ""end"": ""2025-10-12T22:00:00-05:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-05:00"", ""end"": ""2025-10-13T22:00:00-05:00""}]"
TX0903,DB482,TX0903,Palm Valley,1,,1700 E Palm Valley Blvd #850,,Round Rock,TX,78664,US,30.51943,-97.65616,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-05:00"", ""end"": ""2025-09-30T22:00:00-05:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-05:00"", ""end"": ""2025-10-01T22:00:00-05:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-05:00"", ""end"": ""2025-10-02T22:00:00-05:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-05:00"", ""end"": ""2025-10-03T23:00:00-05:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-05:00"", ""end"": ""2025-10-04T23:00:00-05:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-05:00"", ""end"": ""2025-10-05T22:00:00-05:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-05:00"", ""end"": ""2025-10-06T22:00:00-05:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-05:00"", ""end"": ""2025-10-07T22:00:00-05:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-05:00"", ""end"": ""2025-10-08T22:00:00-05:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-05:00"", ""end"": ""2025-10-09T22:00:00-05:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-05:00"", ""end"": ""2025-10-10T23:00:00-05:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-05:00"", ""end"": ""2025-10-11T23:00:00-05:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-05:00"", ""end"": ""2025-10-12T22:00:00-05:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-05:00"", ""end"": ""2025-10-13T22:00:00-05:00""}]"
TX0905,DB623,TX0905,New Hope,0,,1224 E New Hope Dr,,Cedar Park,TX,78613,US,30.53686,-97.817772,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-05:00"", ""end"": ""2025-09-30T22:00:00-05:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-05:00"", ""end"": ""2025-10-01T22:00:00-05:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-05:00"", ""end"": ""2025-10-02T22:00:00-05:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-05:00"", ""end"": ""2025-10-03T23:00:00-05:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-05:00"", ""end"": ""2025-10-04T23:00:00-05:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-05:00"", ""end"": ""2025-10-05T22:00:00-05:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-05:00"", ""end"": ""2025-10-06T22:00:00-05:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-05:00"", ""end"": ""2025-10-07T22:00:00-05:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-05:00"", ""end"": ""2025-10-08T22:00:00-05:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-05:00"", ""end"": ""2025-10-09T22:00:00-05:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-05:00"", ""end"": ""2025-10-10T23:00:00-05:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-05:00"", ""end"": ""2025-10-11T23:00:00-05:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-05:00"", ""end"": ""2025-10-12T22:00:00-05:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-05:00"", ""end"": ""2025-10-13T22:00:00-05:00""}]"
TX0907,DB685,TX0907,University,0,,1309 W University,,Georgetown,TX,78628,US,30.63249,-97.70276,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-05:00"", ""end"": ""2025-09-30T22:00:00-05:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-05:00"", ""end"": ""2025-10-01T22:00:00-05:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-05:00"", ""end"": ""2025-10-02T22:00:00-05:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-05:00"", ""end"": ""2025-10-03T23:00:00-05:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-05:00"", ""end"": ""2025-10-04T23:00:00-05:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-05:00"", ""end"": ""2025-10-05T22:00:00-05:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-05:00"", ""end"": ""2025-10-06T22:00:00-05:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-05:00"", ""end"": ""2025-10-07T22:00:00-05:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-05:00"", ""end"": ""2025-10-08T22:00:00-05:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-05:00"", ""end"": ""2025-10-09T22:00:00-05:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-05:00"", ""end"": ""2025-10-10T23:00:00-05:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-05:00"", ""end"": ""2025-10-11T23:00:00-05:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-05:00"", ""end"": ""2025-10-12T22:00:00-05:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-05:00"", ""end"": ""2025-10-13T22:00:00-05:00""}]"
TX0908,DB718,TX0908,Grimes Blvd,1,,2630 South A.W. Grimes Blvd ,,Round Rock,TX,78664,US,30.48445,-97.65607,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-05:00"", ""end"": ""2025-09-30T22:00:00-05:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-05:00"", ""end"": ""2025-10-01T22:00:00-05:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-05:00"", ""end"": ""2025-10-02T22:00:00-05:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-05:00"", ""end"": ""2025-10-03T23:00:00-05:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-05:00"", ""end"": ""2025-10-04T23:00:00-05:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-05:00"", ""end"": ""2025-10-05T22:00:00-05:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-05:00"", ""end"": ""2025-10-06T22:00:00-05:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-05:00"", ""end"": ""2025-10-07T22:00:00-05:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-05:00"", ""end"": ""2025-10-08T22:00:00-05:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-05:00"", ""end"": ""2025-10-09T22:00:00-05:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-05:00"", ""end"": ""2025-10-10T23:00:00-05:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-05:00"", ""end"": ""2025-10-11T23:00:00-05:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-05:00"", ""end"": ""2025-10-12T22:00:00-05:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-05:00"", ""end"": ""2025-10-13T22:00:00-05:00""}]"
TX0909,DB830,TX0909,Bald Eagle,1,True,14920 Bald Eagle Drive,Wells Branch,Pflugerville,TX,78660,US,30.43601,-97.65633,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-05:00"", ""end"": ""2025-09-30T22:00:00-05:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-05:00"", ""end"": ""2025-10-01T22:00:00-05:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-05:00"", ""end"": ""2025-10-02T22:00:00-05:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-05:00"", ""end"": ""2025-10-03T23:00:00-05:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-05:00"", ""end"": ""2025-10-04T23:00:00-05:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-05:00"", ""end"": ""2025-10-05T22:00:00-05:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-05:00"", ""end"": ""2025-10-06T22:00:00-05:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-05:00"", ""end"": ""2025-10-07T22:00:00-05:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-05:00"", ""end"": ""2025-10-08T22:00:00-05:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-05:00"", ""end"": ""2025-10-09T22:00:00-05:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-05:00"", ""end"": ""2025-10-10T23:00:00-05:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-05:00"", ""end"": ""2025-10-11T23:00:00-05:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-05:00"", ""end"": ""2025-10-12T22:00:00-05:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-05:00"", ""end"": ""2025-10-13T22:00:00-05:00""}]"
TX0910,DB766,TX0910,TX-29,1,True,14200 W Hwy 29,,Liberty Hill,TX,78642,US,30.6717,-97.91876,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-05:00"", ""end"": ""2025-09-30T22:00:00-05:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-05:00"", ""end"": ""2025-10-01T22:00:00-05:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-05:00"", ""end"": ""2025-10-02T22:00:00-05:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-05:00"", ""end"": ""2025-10-03T23:00:00-05:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-05:00"", ""end"": ""2025-10-04T23:00:00-05:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-05:00"", ""end"": ""2025-10-05T22:00:00-05:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-05:00"", ""end"": ""2025-10-06T22:00:00-05:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-05:00"", ""end"": ""2025-10-07T22:00:00-05:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-05:00"", ""end"": ""2025-10-08T22:00:00-05:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-05:00"", ""end"": ""2025-10-09T22:00:00-05:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-05:00"", ""end"": ""2025-10-10T23:00:00-05:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-05:00"", ""end"": ""2025-10-11T23:00:00-05:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-05:00"", ""end"": ""2025-10-12T22:00:00-05:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-05:00"", ""end"": ""2025-10-13T22:00:00-05:00""}]"
TX0911,DB984,TX0911,Deer Ridge,1,False,117 Deer Ridge Dr,,Round Rock,TX,78681,US,30.4945,-97.72429,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-05:00"", ""end"": ""2025-09-30T22:00:00-05:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-05:00"", ""end"": ""2025-10-01T22:00:00-05:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-05:00"", ""end"": ""2025-10-02T22:00:00-05:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-05:00"", ""end"": ""2025-10-03T23:00:00-05:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-05:00"", ""end"": ""2025-10-04T23:00:00-05:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-05:00"", ""end"": ""2025-10-05T22:00:00-05:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-05:00"", ""end"": ""2025-10-06T22:00:00-05:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-05:00"", ""end"": ""2025-10-07T22:00:00-05:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-05:00"", ""end"": ""2025-10-08T22:00:00-05:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-05:00"", ""end"": ""2025-10-09T22:00:00-05:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-05:00"", ""end"": ""2025-10-10T23:00:00-05:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-05:00"", ""end"": ""2025-10-11T23:00:00-05:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-05:00"", ""end"": ""2025-10-12T22:00:00-05:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-05:00"", ""end"": ""2025-10-13T22:00:00-05:00""}]"
TX0912,DB895,TX0912,7-Eleven,1,True,3004 FM 1460,,Georgetown,TX,78626,US,30.58659,-97.65721,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-05:00"", ""end"": ""2025-09-30T22:00:00-05:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-05:00"", ""end"": ""2025-10-01T22:00:00-05:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-05:00"", ""end"": ""2025-10-02T22:00:00-05:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-05:00"", ""end"": ""2025-10-03T23:00:00-05:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-05:00"", ""end"": ""2025-10-04T23:00:00-05:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-05:00"", ""end"": ""2025-10-05T22:00:00-05:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-05:00"", ""end"": ""2025-10-06T22:00:00-05:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-05:00"", ""end"": ""2025-10-07T22:00:00-05:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-05:00"", ""end"": ""2025-10-08T22:00:00-05:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-05:00"", ""end"": ""2025-10-09T22:00:00-05:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-05:00"", ""end"": ""2025-10-10T23:00:00-05:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-05:00"", ""end"": ""2025-10-11T23:00:00-05:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-05:00"", ""end"": ""2025-10-12T22:00:00-05:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-05:00"", ""end"": ""2025-10-13T22:00:00-05:00""}]"
TX1001,DB456,TX1001,Stan Schlueter,0,,1109 W Stan Schlueter Loop,,Killeen,TX,76549,US,31.079255,-97.76108,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-05:00"", ""end"": ""2025-09-30T22:00:00-05:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-05:00"", ""end"": ""2025-10-01T22:00:00-05:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-05:00"", ""end"": ""2025-10-02T22:00:00-05:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-05:00"", ""end"": ""2025-10-03T23:00:00-05:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-05:00"", ""end"": ""2025-10-04T23:00:00-05:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-05:00"", ""end"": ""2025-10-05T22:00:00-05:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-05:00"", ""end"": ""2025-10-06T22:00:00-05:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-05:00"", ""end"": ""2025-10-07T22:00:00-05:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-05:00"", ""end"": ""2025-10-08T22:00:00-05:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-05:00"", ""end"": ""2025-10-09T22:00:00-05:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-05:00"", ""end"": ""2025-10-10T23:00:00-05:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-05:00"", ""end"": ""2025-10-11T23:00:00-05:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-05:00"", ""end"": ""2025-10-12T22:00:00-05:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-05:00"", ""end"": ""2025-10-13T22:00:00-05:00""}]"
TX1002,DB509,TX1002,6th Street,0,,901 S 6th St,,Waco,TX,76706,US,31.54921,-97.125205,"Sun-Thu: 05am-10pm, Fri-Sat: 05am-11pm","[{""date"": ""2025-09-30"", ""start"": ""2025-09-30T05:00:00-05:00"", ""end"": ""2025-09-30T22:00:00-05:00""}, {""date"": ""2025-10-01"", ""start"": ""2025-10-01T05:00:00-05:00"", ""end"": ""2025-10-01T22:00:00-05:00""}, {""date"": ""2025-10-02"", ""start"": ""2025-10-02T05:00:00-05:00"", ""end"": ""2025-10-02T22:00:00-05:00""}, {""date"": ""2025-10-03"", ""start"": ""2025-10-03T05:00:00-05:00"", ""end"": ""2025-10-03T23:00:00-05:00""}, {""date"": ""2025-10-04"", ""start"": ""2025-10-04T05:00:00-05:00"", ""end"": ""2025-10-04T23:00:00-05:00""}, {""date"": ""2025-10-05"", ""start"": ""2025-10-05T05:00:00-05:00"", ""end"": ""2025-10-05T22:00:00-05:00""}, {""date"": ""2025-10-06"", ""start"": ""2025-10-06T05:00:00-05:00"", ""end"": ""2025-10-06T22:00:00-05:00""}, {""date"": ""2025-10-07"", ""start"": ""2025-10-07T05:00:00-05:00"", ""end"": ""2025-10-07T22:00:00-05:00""}, {""date"": ""2025-10-08"", ""start"": ""2025-10-08T05:00:00-05:00"", ""end"": ""2025-10-08T22:00:00-05:00""}, {""date"": ""2025-10-09"", ""start"": ""2025-10-09T05:00:00-05:00"", ""end"": ""2025-10-09T22:00:00-05:00""}, {""date"": ""2025-10-10"", ""start"": ""2025-10-10T05:00:00-05:00"", ""end"": ""2025-10-10T23:00:00-05:00""}, {""date"": ""2025-10-11"", ""start"": ""2025-10-11T05:00:00-05:00"", ""end"": ""2025-10-11T23:00:00-05:00""}, {""date"": ""2025-10-12"", ""start"": ""2025-10-12T05:00:00-05:00"", ""end"": ""2025-10-12T22:00:00-05:00""}, {""date"": ""2025-10-13"", ""start"": ""2025-10-13T05:00:00-05:00"", ""end"": ""2025-10-13T22:00:00-05:00""}]"
